"states","time"
"339",1,75.2455342159654
"340",3,75.3895090299085
"341",2,75.7483861855542
"342",1,77.9293932189412
"343",3,78.0142936819412
"344",1,78.1527754239451
"345",2,78.3117406585898
"346",1,78.3463472115054
"347",3,79.001528823676
"348",2,79.044526311031
"349",3,79.48497014113
"350",2,79.5044013963556
"351",1,79.5053285119133
"352",3,79.7371832130621
"353",1,79.8274608234088
"354",2,79.8676134730368
"355",1,80.1881770543433
"356",3,80.4762492613405
"357",1,80.5934839055878
"358",2,80.8390473020628
"359",3,81.3162731372779
"360",2,81.6445330419957
"361",1,81.6445619242627
"362",3,81.6564978654809
"363",1,81.6842687307385
"364",3,81.8323074909895
"365",2,81.8912681279342
"366",1,81.9585206989312
"367",3,82.0370240074385
"368",2,82.1543791941054
"369",1,82.609566857986
"370",2,82.6558673311667
"371",3,82.9634192781234
"372",2,83.1647400177758
"373",1,83.2172373583748
"374",2,83.2373712640697
"375",1,83.754715862707
"376",2,83.7950299762022
"377",1,84.6226466025343
"378",2,84.6278403839913
"379",3,85.5185318990832
"380",1,85.6177053480631
"381",3,85.9929281893268
"382",2,86.126300474325
"383",3,86.5015854629464
"384",1,86.5552055305084
"385",3,86.5777073653319
"386",2,86.6579098091592
"387",1,86.9248561256231
"388",2,87.2235789459691
"389",1,88.0130527980698
"390",2,88.1954059975189
"391",3,88.3420479595414
"392",1,88.4085899283862
"393",3,88.6455752098137
"394",1,88.6563091877052
"395",2,88.7171330360976
"396",3,89.050862527621
"397",2,89.1514568462659
"398",1,89.2593783709377
"399",2,89.3312488314619
"400",1,89.7497980394114
"401",3,89.763406172499
"402",2,89.9218527477527
"403",1,90.2335740344891
"404",2,90.2720407990439
"405",3,90.3463096919169
"406",2,90.3655929536089
"407",1,90.5198942898769
"408",3,91.0718460844235
"409",2,91.0829851540409
"410",1,91.5809485845078
"411",2,91.6872142921593
"412",1,91.7007111402154
"413",3,92.1732241532162
"414",1,92.1785778613156
"415",2,92.3041472588992
"416",1,92.3632315898174
"417",3,92.5947207149896
"418",2,92.705448506392
"419",3,92.9727635526574
"420",2,93.041751703641
"421",1,93.077116536787
"422",2,93.2403860558944
"423",1,93.968402265641
"424",3,94.1042066817871
"425",2,94.1647692338731
"426",1,94.4763712524138
"427",2,94.728570330382
"428",1,95.2037642602195
"429",2,95.3046785162847
"430",1,95.3700518184689
"431",3,95.4650599831131
"432",2,95.5011686263953
"433",1,96.209045055315
"434",3,96.6998960266778
"435",2,96.7340393287353
"436",1,97.4610386553024
"437",3,97.4970606134136
"438",2,97.660863039849
"439",1,97.6913049179145
"440",2,97.979265875091
"441",1,98.0052066507431
"442",2,98.2202455745121
"443",3,98.527690472458
"444",2,98.5953675640656
"445",3,98.8736371455623
"446",2,98.8810069939962
"447",1,99.0180844645391
"448",2,99.0906121052711
"449",3,99.2547106994591
"450",1,99.2739073992046
"451",2,99.4334956333545
"452",1,99.4486034432892
"453",2,99.4637314087712
"454",1,99.5278975022491
"455",3,99.6637943645784
"456",2,99.8203783895339
"457",1,100.159702333713
"458",2,100.189689294852
"459",1,100.320317812509
"460",3,100.340234030904
"461",2,100.346586475083
"462",1,100.534168945793
"463",3,100.654717197178
"464",2,100.655675578266
"465",3,101.057384675237
"466",2,101.065626549432
"467",1,101.285800751429
"468",3,101.307505180569
"469",2,101.480676868966
"470",1,101.694908321405
"471",2,101.749469232781
"472",3,101.756424275973
"473",2,101.781121232017
"474",1,101.810723469529
"475",2,101.909144351648
"476",1,102.159300339564
"477",2,102.330124799551
"478",3,102.570372357888
"479",1,102.681993479298
"480",3,102.745293485234
"481",2,102.777829687278
"482",1,103.018891370502
"483",3,103.154930128983
"484",2,103.166318694996
"485",3,103.819972420046
"486",2,103.878520087407
"487",1,103.896770590286
"488",3,103.982506705438
"489",2,104.027875271084
"490",1,104.500459483727
"491",3,104.517821132596
"492",2,104.807786498198
"493",1,105.213320485274
"494",2,105.502213740203
"495",1,105.652280852146
"496",2,105.735279433144
"497",1,106.145558134872
"498",2,106.191259140918
"499",1,106.21812724725
"500",3,106.341422159684
"501",2,106.381144495438
"502",3,106.415756838619
"503",2,106.545722818219
"504",1,106.586349876412
"505",2,106.827786528542
"506",1,107.069202842926
"507",2,107.178575496691
"508",3,107.228666644071
"509",2,107.320070605053
"510",3,107.791427709888
"511",2,108.241817568731
"512",1,108.61603573302
"513",2,108.622543164176
"514",3,108.663574927703
"515",1,108.804666004121
"516",2,108.804841604089
"517",1,109.10703469045
"518",3,109.350846217982
"519",2,109.374296475771
"520",3,109.669873356057
"521",2,109.692106357627
"522",1,110.108171142468
"523",2,110.182064141909
"524",3,110.593026312365
"525",2,110.628304763395
"526",1,110.674952249071
"527",2,110.725536814568
"528",1,110.799281790967
"529",3,110.945009829125
"530",2,110.955035898815
"531",1,111.479335352273
"532",2,111.481803979917
"533",1,111.585368766443
"534",2,111.725152351421
"535",3,112.563480998806
"536",1,112.570551279038
"537",3,112.666217850093
"538",2,112.753036069843
"539",1,113.531698588399
"540",2,113.545828907751
"541",1,114.167026841993
"542",2,114.16876339951
"543",1,115.540679916131
"544",2,115.69390629951
"545",1,116.114910213462
"546",3,116.294196875796
"547",2,116.294725309455
"548",3,116.552813324474
"549",1,116.804707983906
"550",2,116.951310131048
"551",3,117.109936163576
"552",2,117.142977735574
"553",1,117.329896961653
"554",2,117.407997002764
"555",1,118.203070627422
"556",3,118.370950788628
"557",2,118.454707091644
"558",3,119.000821184018
"559",2,119.301248552814
"560",3,119.393856193475
"561",2,119.446462283979
"562",1,120.77143684782
"563",2,120.831390944162
"564",1,120.837867491543
"565",2,120.854639317483
"566",3,121.079174091217
"567",2,121.258881054389
"568",1,121.488418480185
"569",2,121.681791817406
"570",1,122.105723916799
"571",2,122.168493647491
"572",1,122.295783726731
"573",2,122.375102110672
"574",1,122.385568668134
"575",3,122.520822150011
"576",2,122.672128204965
"577",1,122.703319364238
"578",2,122.834757054235
"579",1,123.391294563883
"580",2,123.790155212602
"581",1,123.97496491086
"582",3,124.124979974599
"583",2,124.395958115897
"584",1,124.547887629681
"585",3,124.627117266885
"586",2,124.647389620217
"587",1,124.696295469674
"588",3,124.752097185996
"589",2,125.19604194351
"590",1,125.327169219968
"591",3,125.330078581708
"592",2,125.585511810677
"593",1,125.840814456875
"594",3,126.00419376409
"595",2,126.051878334896
"596",3,126.06309533564
"597",2,126.063519642629
"598",1,126.57038022756
"599",2,126.577471275334
"600",1,126.974264062905
"601",3,127.032148820933
"602",2,127.042352387668
"603",3,127.569402936833
"604",2,127.728314157556
"605",1,127.774608478164
"606",2,128.267605339776
"607",3,128.666519113471
"608",2,128.700611223428
"609",1,128.98727696129
"610",2,128.999921046275
"611",1,129.046734493227
"612",3,129.169994420373
"613",2,129.359073235914
"614",1,129.403044382967
"615",2,129.459975977685
"616",3,130.285690865694
"617",2,130.303420235817
"618",1,130.514873465866
"619",3,130.729898809333
"620",2,130.876596238469
"621",1,131.063315153123
"622",3,131.331439983181
"623",1,131.348106714047
"624",2,131.550323855992
"625",1,131.795456008449
"626",2,131.885606402111
"627",3,132.25882820743
"628",2,132.31664070272
"629",3,132.97028842074
"630",1,133.08308900375
"631",3,133.090619881531
"632",2,133.170694146066
"633",1,133.971182943547
"634",3,133.973247440664
"635",2,134.008395745052
"636",3,134.088472335232
"637",2,134.274242509049
"638",3,134.542832827537
"639",1,134.651997108353
"640",2,135.173926506536
"641",1,135.639602866193
"642",2,135.697431489063
"643",3,135.708008957265
"644",2,135.788649098851
"645",3,136.602439419306
"646",1,136.665763551891
"647",3,136.717176851947
"648",2,136.856402520203
"649",1,136.957068232234
"650",3,137.371905529893
"651",2,137.373357386216
"652",1,137.634946871204
"653",3,137.658375912777
"654",1,137.808660387027
"655",3,138.02385000524
"656",2,138.102420245084
"657",3,138.340661448679
"658",2,138.356043836155
"659",3,138.541858708209
"660",1,138.554429508248
"661",2,138.609206575202
"662",1,139.312301374231
"663",2,139.494456229145
"664",1,139.624858453827
"665",2,139.682372017721
"666",3,140.049127309264
"667",2,140.06129804484
"668",1,140.095162986199
"669",3,140.379751161434
"670",2,140.438291798905
"671",3,140.612427019433
"672",2,140.889560834145
"673",1,141.525682667356
"674",2,141.544964167491
"675",1,141.740793175498
"676",2,141.765664993781
"677",1,141.877790098773
"678",3,141.905654918519
"679",2,141.990405286314
"680",1,142.171754366602
"681",3,142.26695776167
"682",2,142.62612100258
"683",1,143.251902257186
"684",2,143.312960936997
"685",1,144.345576300553
"686",2,144.496868038235
"687",1,144.588262902025
"688",3,144.864902703612
"689",2,144.967566412149
"690",1,145.095418865264
"691",3,145.285336658606
"692",2,145.625365466139
"693",1,146.012312434852
"694",3,146.048319321054
"695",1,146.280894484765
"696",3,146.295146405004
"697",2,146.371321163312
"698",1,146.810274752008
"699",3,147.078780258522
"700",2,147.10909502712
"701",3,147.21472826871
"702",2,147.319257837763
"703",1,147.364895956866
"704",3,147.411166347218
"705",2,147.451687232379
"706",1,147.951957300415
"707",2,147.980241410311
"708",1,148.377076012404
"709",3,148.392981985216
"710",2,148.43016550354
"711",3,148.463925427192
"712",2,148.525636624093
"713",1,148.887863438784
"714",3,149.178751460781
"715",2,149.268853381182
"716",3,149.396775277237
"717",1,149.712567017552
"718",3,149.775638765949
"719",2,149.963547480979
"720",1,150.000647281265
"721",2,150.040963796634
"722",3,150.376422027327
"723",2,150.428133345598
"724",1,150.738325055845
"725",3,150.793144936209
"726",2,151.007550264837
"727",1,151.328857496069
"728",2,151.515612961402
"729",3,151.596064649666
"730",2,151.615237529532
"731",1,151.6845385589
"732",3,151.847044419185
"733",2,151.950789252377
"734",3,152.308587255037
"735",2,152.510923952998
"736",1,152.718975850117
"737",3,152.72953919486
"738",1,152.838296269549
"739",3,152.884249377858
"740",2,152.894364812606
"741",1,153.392021493228
"742",2,153.488990675369
"743",1,154.07861724884
"744",2,154.304113427065
"745",1,154.42279584229
"746",3,154.511304262137
"747",2,154.556552352094
"748",3,154.559896166613
"749",2,154.656150230782
"750",3,155.065176465658
"751",2,155.078218777441
"752",3,155.304770417288
"753",2,155.33676339963
"754",1,155.809262319015
"755",2,156.073160868373
"756",1,156.135223793333
"757",2,156.477887819047
"758",1,156.860823173978
"759",3,156.99234621379
"760",2,157.030009583895
"761",1,157.291234861919
"762",2,157.292702472745
"763",1,157.523003173735
"764",2,157.547138563682
"765",3,157.636265097511
"766",2,157.659672962573
"767",1,157.738135372593
"768",3,157.78307898699
"769",2,157.830359617486
"770",3,157.92909223173
"771",2,157.93194658168
"772",1,158.366169257977
"773",3,158.411861309056
"774",1,158.423133124803
"775",3,158.474018562325
"776",2,158.534420553733
"777",1,158.602265051938
"778",2,158.602395645481
"779",1,158.911275948769
"780",2,158.993635903368
"781",1,159.213992933998
"782",2,159.40232825618
"783",1,159.450219813629
"784",2,159.540816422024
"785",1,159.551039460286
"786",2,159.596916766755
"787",3,160.571350153071
"788",2,160.690270375122
"789",1,161.021378646034
"790",2,161.050752933032
"791",1,161.327888632088
"792",2,161.381988483078
"793",3,162.515402527081
"794",1,162.622490501052
"795",3,162.638153302372
"796",2,163.098644796756
"797",1,163.380710235794
"798",2,163.583371545175
"799",1,164.559582793099
"800",2,164.654513571589
"801",1,165.570202190565
"802",2,165.668869316364
"803",1,165.742164670101
"804",2,166.161374744221
"805",1,166.187543440344
"806",2,166.273262374912
"807",3,166.424520803959
"808",1,166.550658225425
"809",3,166.635375238367
"810",2,166.648313220422
"811",1,166.675947031606
"812",3,166.765919721975
"813",1,167.331837014563
"814",2,167.400424152093
"815",1,167.414745127069
"816",2,167.804074827779
"817",1,168.214525292202
"818",2,168.414697004707
"819",1,168.442494289476
"820",3,168.682140131304
"821",2,168.693170309488
"822",1,169.120834577298
"823",3,169.191963928746
"824",2,169.326708304893
"825",1,169.431422094583
"826",2,169.448268135687
"827",1,169.648779125562
"828",3,169.830750805159
"829",1,169.98558227026
"830",3,170.233281112173
"831",2,170.264356910128
"832",3,170.354833632584
"833",2,170.430279736217
"834",3,170.44265099945
"835",2,170.449564567211
"836",1,170.630232591743
"837",2,170.808313357185
"838",1,170.882428784629
"839",3,170.894255058148
"840",2,171.031893194621
"841",1,171.466083205252
"842",2,171.721847256582
"843",3,171.793174145214
"844",2,171.85859672639
"845",3,172.786246218417
"846",2,172.82830387836
"847",1,173.248765145572
"848",3,173.281630467146
"849",2,173.426637005995
"850",1,173.712910880105
"851",2,173.943644104052
"852",3,174.127060208928
"853",2,174.184172743838
"854",3,174.314806014956
"855",2,174.36358517454
"856",1,174.499154488086
"857",2,174.554588442082
"858",3,174.561879219832
"859",2,174.610358448674
"860",1,174.777311787683
"861",2,174.780191794873
"862",1,175.991910541576
"863",3,176.261973958266
"864",2,176.422658454158
"865",1,176.606809127374
"866",2,176.642746669004
"867",1,176.705485703772
"868",3,176.817826105469
"869",2,176.967165396331
"870",3,177.205166550135
"871",1,177.321418811284
"872",3,177.325905284604
"873",2,177.35493758942
"874",1,177.955140557743
"875",2,178.087711884778
"876",3,178.654523931581
"877",1,178.688191554647
"878",2,178.715812318747
"879",3,178.886413180989
"880",2,178.903593322281
"881",3,178.920416656901
"882",1,179.136069719233
"883",2,179.227116802005
"884",3,179.325741314644
"885",2,179.437410591106
"886",3,179.712316376559
"887",2,179.795808763445
"888",1,179.873815416095
"889",3,179.990487209693
"890",2,180.186602148659
"891",1,180.292715233484
"892",3,180.376648398781
"893",2,180.52187889972
"894",1,180.740411676376
"895",2,180.752752842757
"896",3,180.829841974566
"897",2,181.01043726115
"898",3,181.487766221934
"899",1,181.55297677878
"900",3,181.655968936232
"901",1,181.962896702417
"902",2,182.222260415149
"903",3,182.332412528866
"904",1,182.371160333571
"905",3,182.516900373528
"906",2,182.539151473542
"907",1,182.669849642192
"908",2,182.736329772149
"909",1,183.026171835012
"910",2,183.220936279148
"911",1,183.465341420481
"912",2,183.522695887936
"913",1,183.770825692555
"914",2,184.156377117231
"915",3,184.990616604725
"916",2,185.085706464919
"917",1,185.41786321506
"918",3,185.773962101004
"919",2,185.892207762525
"920",1,185.959981745718
"921",2,186.294796350545
"922",3,186.360534590962
"923",2,186.439543079412
"924",1,186.471319255014
"925",3,186.853184526677
"926",2,186.978522706662
"927",1,187.624350449385
"928",2,187.706379171193
"929",3,188.058112622427
"930",2,188.179341091037
"931",1,188.510226212636
"932",2,188.615357120366
"933",1,188.781132006164
"934",2,189.128943384216
"935",1,189.71285655353
"936",3,189.748676822556
"937",2,189.874482364822
"938",1,190.092332303838
"939",3,190.171529949904
"940",2,190.334950756632
"941",1,190.452346911073
"942",2,190.828272438006
"943",3,191.207488622317
"944",2,191.237961305817
"945",3,191.401894098193
"946",2,191.46046114556
"947",1,192.081212886881
"948",2,192.210786298655
"949",3,192.41673530864
"950",2,192.61933905996
"951",3,192.691895550039
"952",2,192.910975100116
"953",1,193.014001109514
"954",3,193.09438745929
"955",2,193.113344388669
"956",1,193.932958606243
"957",2,194.029158665644
"958",1,194.14983720925
"959",2,194.253523569543
"960",1,194.428609723447
"961",2,194.484117249947
"962",1,194.572813008118
"963",2,194.792766313429
"964",1,195.075936561578
"965",2,195.088999309704
"966",3,195.120639700982
"967",2,195.340558244975
"968",1,195.48155918055
"969",3,195.638998970596
"970",2,195.640845835125
"971",3,195.912917541721
"972",2,195.940242841351
"973",3,196.318097274481
"974",2,196.350564884151
"975",3,196.39218179196
"976",2,196.435019736705
"977",1,196.903299924492
"978",3,196.961780484146
"979",2,197.097584473807
"980",1,197.350049592461
"981",2,197.463443848443
"982",1,197.524355428069
"983",2,197.623950157091
"984",1,197.956423062374
"985",2,198.002150280276
"986",3,198.165181441573
"987",2,198.337390432825
"988",1,198.359191941322
"989",2,198.789712838567
"990",1,198.891385004339
"991",2,199.073565637303
"992",1,199.693079535439
"993",2,199.695688485441
"994",1,199.942064255749
"995",2,199.998467424226
"996",1,200.11348717524
"997",2,200.445266092373
"998",1,200.581472004941
"999",2,200.657915056045
"1000",1,200.807160573839
"1001",2,200.823168168571
"1002",1,200.902951147901
"1003",2,200.995510041454
"1004",3,201.392100972795
"1005",2,201.497351563403
"1006",1,201.615304976569
"1007",2,201.829442731864
"1008",3,201.95265338832
"1009",1,202.120217597871
"1010",2,202.352383124692
"1011",1,202.398095284406
"1012",2,202.491778233022
"1013",1,202.580913040721
"1014",2,202.656951978154
"1015",1,203.712407170365
"1016",2,203.94901607762
"1017",3,204.049688926784
"1018",2,204.058609828438
"1019",1,204.224269963505
"1020",2,204.382768452454
"1021",1,204.397052789683
"1022",2,204.614030031194
"1023",1,204.783954943703
"1024",2,204.905120507404
"1025",1,205.373869637062
"1026",3,205.376765050757
"1027",2,205.424276143543
"1028",1,205.788076365576
"1029",3,206.127940418084
"1030",2,206.203637428334
"1031",1,206.599115189614
"1032",2,206.655460425403
"1033",3,206.753499989184
"1034",2,206.786598621832
"1035",3,207.315600460825
"1036",2,207.55277733242
"1037",1,207.801597635894
"1038",3,207.909731050654
"1039",1,208.081906691127
"1040",2,208.224189829946
"1041",1,208.310866906979
"1042",3,208.348093427638
"1043",2,208.466579433025
"1044",1,208.993375237504
"1045",2,209.001973810661
"1046",1,209.103129957512
"1047",2,209.182460016048
"1048",3,209.784697682073
"1049",2,209.798165890877
"1050",1,209.983982119379
"1051",2,210.042407830688
"1052",1,210.941727143182
"1053",2,211.30111380425
"1054",1,211.342231400225
"1055",2,211.368996418595
"1056",1,212.162421667489
"1057",2,212.430974580111
"1058",1,212.921906854082
"1059",2,213.132803455273
"1060",1,213.832705272598
"1061",3,213.897966221677
"1062",2,213.94768531857
"1063",3,213.97097146701
"1064",2,214.056583271997
"1065",1,214.364936611552
"1066",3,214.471886657826
"1067",2,214.788836765334
"1068",1,214.791994756551
"1069",3,215.05460495764
"1070",2,215.288977993336
"1071",1,215.568452556301
"1072",2,215.60599553728
"1073",3,215.684863611157
"1074",2,215.704536692478
"1075",3,215.997059322666
"1076",2,216.05541531965
"1077",1,217.035024714985
"1078",3,217.338963391727
"1079",2,217.528907990811
"1080",1,217.980342137869
"1081",3,218.123732027275
"1082",2,218.142055378173
"1083",1,218.393163814621
"1084",2,218.517235504642
"1085",3,219.248145460288
"1086",2,219.290474273135
"1087",1,219.342991421335
"1088",2,219.648787895776
"1089",3,219.831919676717
"1090",2,219.869853051406
"1091",3,220.045309990671
"1092",2,220.114050208883
"1093",1,220.680342811431
"1094",2,220.682284616717
"1095",1,221.713872821811
"1096",3,222.090722445505
"1097",2,222.515597251459
"1098",1,222.774669615302
"1099",2,223.137449627471
"1100",1,223.437926920325
"1101",3,223.464649124265
"1102",2,223.721658353743
"1103",3,224.32744879979
"1104",2,224.488475173955
"1105",1,224.760625505597
"1106",2,225.095767104765
"1107",1,225.299769127508
"1108",2,225.526757477772
"1109",1,225.909126374373
"1110",3,225.939591920127
"1111",2,225.97214041656
"1112",1,226.343398007273
"1113",3,226.427936663837
"1114",1,226.5373288574
"1115",3,226.556059204444
"1116",2,226.610042144082
"1117",1,226.988744638843
"1118",2,227.069166554087
"1119",1,227.296569334128
"1120",2,227.430253478511
"1121",1,227.445194296237
